Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales,Rating
BB6599,9.37,Low Fat,0.096,Canned,OUT035,2019,High,Tier 1,Grocery Store,786.41,1.6
BB6600,4.63,Low Fat,0.056,Health,OUT027,1999,Medium,Tier 2,Hypermarket,3219.42,3.3
BB6601,13.98,Regular,0.139,Vegetables,OUT027,1997,Medium,Tier 3,Supermarket,647.58,1.7
BB6602,17.81,Low Fat,0.127,Household,OUT035,1995,Small,Tier 3,Hypermarket,1254.31,1.1
BB6603,9.27,Low Fat,0.1,Frozen Foods,OUT019,2002,Small,Tier 3,Supermarket,2427.49,4.8
BB6604,9.55,Non-Edible,0.113,Dairy,OUT018,2012,Medium,Tier 2,Hypermarket,2905.39,1.5
BB6605,18.89,Regular,0.175,Frozen Foods,OUT045,2009,High,Tier 3,Grocery Store,4738.29,4.9
BB6606,2.8,Regular,0.059,Snacks,OUT019,2004,Small,Tier 2,Supermarket,562.93,3.8
BB6607,13.87,Non-Edible,0.012,Snacks,OUT046,2007,Small,Tier 2,Hypermarket,3452.59,1.5
BB6608,19.8,Non-Edible,0.165,Frozen Foods,OUT046,2015,Small,Tier 1,Grocery Store,1668.21,4.9
BB6609,14.27,Non-Edible,0.123,Baking Goods,OUT045,2015,High,Tier 2,Grocery Store,2939.19,4.2
BB6610,12.31,Low Fat,0.115,Household,OUT049,2014,High,Tier 1,Grocery Store,2690.78,2.5
BB6611,17.27,Non-Edible,0.093,Baking Goods,OUT027,2009,Small,Tier 2,Grocery Store,3905.33,4.3
BB6612,18.87,Regular,0.126,Household,OUT035,2009,Medium,Tier 1,Hypermarket,4166.23,2.4
BB6613,13.37,Non-Edible,0.143,Household,OUT027,2008,Medium,Tier 2,Grocery Store,3725.89,4
BB6614,11.09,Non-Edible,0.052,Canned,OUT035,2007,High,Tier 2,Supermarket,1844.44,2.4
BB6615,10.41,Non-Edible,0.172,Frozen Foods,OUT035,2013,Small,Tier 1,Supermarket,4237.09,4.3
BB6616,19.44,Low Fat,0.171,Soft Drinks,OUT046,2000,Small,Tier 3,Hypermarket,3918.22,2.3
BB6617,17.46,Non-Edible,0.12,Health,OUT045,2006,Medium,Tier 1,Grocery Store,879.97,1.8
BB6618,5.88,Non-Edible,0.075,Health,OUT018,2012,Small,Tier 2,Hypermarket,2380.33,1
BB6619,8.2,Non-Edible,0.022,Snacks,OUT046,2008,High,Tier 2,Hypermarket,705.82,4
BB6620,18.82,Non-Edible,0.047,Household,OUT049,2008,High,Tier 3,Hypermarket,3799.45,3.2
BB6621,18.95,Non-Edible,0.065,Vegetables,OUT045,2008,High,Tier 2,Hypermarket,1158.64,2.7
BB6622,13.01,Regular,0.024,Snacks,OUT035,2017,Medium,Tier 3,Supermarket,1937.07,1.6
BB6623,6.08,Low Fat,0.197,Frozen Foods,OUT049,2006,Small,Tier 2,Hypermarket,2878.09,4.1
BB6624,10.18,Low Fat,0.111,Dairy,OUT046,2018,Small,Tier 2,Grocery Store,4199.2,4.1
BB6625,7.17,Low Fat,0.175,Soft Drinks,OUT019,2010,Medium,Tier 3,Grocery Store,2963.76,2.8
BB6626,11.67,Low Fat,0.132,Soft Drinks,OUT046,2006,Small,Tier 3,Hypermarket,1743.06,1
BB6627,3.45,Regular,0.148,Baking Goods,OUT035,2017,Small,Tier 3,Supermarket,3621.61,1.8
BB6628,2.9,Non-Edible,0.172,Soft Drinks,OUT018,2022,High,Tier 1,Hypermarket,1354.69,4.7
BB6629,6.86,Non-Edible,0.182,Health,OUT046,2000,Small,Tier 2,Supermarket,4800.51,4.3
BB6630,4.1,Regular,0.063,Household,OUT018,2004,Medium,Tier 1,Hypermarket,4488.1,1.8
BB6631,9.38,Non-Edible,0.143,Health,OUT027,2013,High,Tier 1,Hypermarket,1957.8,4.8
BB6632,15.96,Low Fat,0.106,Health,OUT049,1995,Medium,Tier 1,Supermarket,1397.67,4
BB6633,7.81,Low Fat,0.119,Vegetables,OUT049,2017,High,Tier 2,Grocery Store,3923.63,1.2
BB6634,7,Low Fat,0.151,Fruits,OUT045,2001,Medium,Tier 2,Supermarket,3266.42,4.1
BB6635,5.46,Regular,0.128,Frozen Foods,OUT035,2010,High,Tier 1,Hypermarket,4084.98,4
BB6636,12.34,Non-Edible,0.145,Canned,OUT035,1997,High,Tier 1,Hypermarket,2212.27,4
BB6637,5.62,Non-Edible,0.062,Canned,OUT049,2003,Small,Tier 3,Supermarket,3849.91,4
BB6638,16.87,Regular,0.157,Health,OUT049,2002,Small,Tier 2,Hypermarket,4769.08,3.4
BB6639,7.54,Low Fat,0.127,Frozen Foods,OUT046,2005,Small,Tier 1,Hypermarket,1705.35,2.1
BB6640,9.02,Regular,0.032,Vegetables,OUT019,2001,Small,Tier 1,Supermarket,4091.45,2.5
BB6641,11.71,Non-Edible,0.131,Fruits,OUT045,2018,Small,Tier 2,Grocery Store,3076.56,4.4
BB6642,16.65,Regular,0.132,Health,OUT049,1995,High,Tier 1,Supermarket,1034.24,4.9
BB6643,17.93,Non-Edible,0.186,Frozen Foods,OUT035,2008,High,Tier 3,Grocery Store,1666.38,5
BB6644,6.89,Non-Edible,0.042,Fruits,OUT027,2005,High,Tier 1,Hypermarket,973.81,2.8
BB6645,8.33,Regular,0.192,Canned,OUT019,2018,Medium,Tier 2,Hypermarket,3959.78,2.5
BB6646,8.14,Non-Edible,0.051,Canned,OUT035,1996,Medium,Tier 1,Hypermarket,744.22,1.9
BB6647,13.98,Low Fat,0.146,Fruits,OUT019,2016,High,Tier 3,Supermarket,1653.98,2
BB6648,5.73,Low Fat,0.098,Canned,OUT027,2003,High,Tier 2,Supermarket,1350.93,2.6
BB6649,9.62,Regular,0.137,Soft Drinks,OUT046,2015,Small,Tier 3,Hypermarket,1125.91,4.8
BB6650,4.4,Regular,0.193,Canned,OUT045,1995,High,Tier 1,Grocery Store,986.63,1.3
BB6651,13.87,Low Fat,0.028,Frozen Foods,OUT019,1996,Medium,Tier 2,Supermarket,1178.6,2.7
BB6652,5.37,Regular,0.176,Dairy,OUT035,1999,Medium,Tier 2,Hypermarket,4549.88,4.5
BB6653,18.29,Regular,0.031,Dairy,OUT046,2021,Medium,Tier 2,Supermarket,3194.25,4.8
BB6654,10.03,Non-Edible,0.192,Fruits,OUT018,2004,Medium,Tier 1,Hypermarket,3234.25,1.2
BB6655,8.22,Low Fat,0.111,Health,OUT049,2018,High,Tier 2,Grocery Store,3845.45,2.9
BB6656,10.73,Low Fat,0.102,Canned,OUT019,1995,Small,Tier 2,Hypermarket,2135.91,3.4
BB6657,16.08,Regular,0.068,Frozen Foods,OUT018,2015,Medium,Tier 2,Grocery Store,4273.68,4.5
BB6658,8.31,Regular,0.169,Soft Drinks,OUT018,2011,High,Tier 2,Supermarket,3883.51,4.7
BB6659,17.59,Low Fat,0.11,Soft Drinks,OUT027,2012,Medium,Tier 1,Supermarket,2538.23,3.3
BB6660,12.71,Low Fat,0.097,Fruits,OUT019,2010,Small,Tier 2,Grocery Store,3954.15,3.3
BB6661,17.54,Non-Edible,0.197,Dairy,OUT049,2009,High,Tier 1,Supermarket,4128.01,2.4
BB6662,13.86,Non-Edible,0.115,Fruits,OUT045,2001,High,Tier 3,Grocery Store,2725.14,1.8
BB6663,9.89,Non-Edible,0.062,Household,OUT049,2004,Medium,Tier 2,Hypermarket,4654.45,3.7
BB6664,4.3,Non-Edible,0.106,Dairy,OUT027,1996,Small,Tier 2,Supermarket,551.52,2.2
BB6665,7.73,Regular,0.123,Baking Goods,OUT045,2020,High,Tier 3,Supermarket,3076.62,3
BB6666,5.02,Low Fat,0.197,Vegetables,OUT027,2012,High,Tier 1,Supermarket,505.86,4.5
BB6667,13.51,Regular,0.061,Vegetables,OUT019,2007,Medium,Tier 3,Supermarket,4522.58,4.3
BB6668,13.01,Low Fat,0.19,Snacks,OUT019,2018,High,Tier 2,Grocery Store,710.19,2
BB6669,14.58,Regular,0.086,Fruits,OUT018,2021,Medium,Tier 2,Grocery Store,2525.1,1.8
BB6670,4.15,Low Fat,0.128,Dairy,OUT046,1995,Medium,Tier 2,Grocery Store,621.35,2.6
BB6671,9.87,Non-Edible,0.03,Canned,OUT046,2019,Medium,Tier 1,Hypermarket,3757.4,1.2
BB6672,11.77,Non-Edible,0.03,Health,OUT045,2015,Small,Tier 1,Grocery Store,2003.64,4.8
BB6673,10.09,Low Fat,0.123,Household,OUT019,2006,Medium,Tier 2,Hypermarket,2653.14,2.1
BB6674,3.63,Non-Edible,0.039,Snacks,OUT035,2022,Small,Tier 3,Grocery Store,4299.18,2.6
BB6675,7.88,Non-Edible,0.167,Soft Drinks,OUT046,2002,Small,Tier 1,Grocery Store,771.7,4.2
BB6676,19.82,Regular,0.181,Household,OUT049,1998,Small,Tier 3,Grocery Store,942.36,2.7
BB6677,18.43,Regular,0.167,Baking Goods,OUT019,2004,Medium,Tier 2,Supermarket,1392.34,4.1
BB6678,11.02,Regular,0.036,Snacks,OUT035,1995,Small,Tier 3,Hypermarket,1191.66,2.7
BB6679,10.41,Regular,0.126,Snacks,OUT045,2008,High,Tier 2,Hypermarket,4310.53,3.4
BB6680,16.54,Low Fat,0.132,Household,OUT035,2012,High,Tier 1,Hypermarket,3272.81,1.8
BB6681,12.58,Non-Edible,0.17,Canned,OUT035,2000,Small,Tier 2,Hypermarket,1575,1.5
BB6682,13.53,Regular,0.143,Snacks,OUT045,2012,Small,Tier 1,Supermarket,3065.87,3.5
BB6683,7.02,Low Fat,0.165,Soft Drinks,OUT049,2011,Small,Tier 2,Grocery Store,4022.67,4.7
BB6684,10.67,Non-Edible,0.142,Baking Goods,OUT027,2005,Small,Tier 2,Hypermarket,1968.98,2.4
BB6685,12.57,Non-Edible,0.19,Dairy,OUT045,2005,Small,Tier 1,Hypermarket,3921.32,4.7
BB6686,10.17,Regular,0.165,Canned,OUT035,1999,Medium,Tier 1,Supermarket,4336.33,1.8
BB6687,9.35,Low Fat,0.192,Canned,OUT027,2014,Medium,Tier 3,Hypermarket,3340.88,3.1
BB6688,15.88,Regular,0.178,Vegetables,OUT049,2017,High,Tier 2,Supermarket,4762.36,2.8
BB6689,11.24,Non-Edible,0.168,Canned,OUT049,2017,High,Tier 2,Hypermarket,3226.85,3.8
BB6690,7.02,Regular,0.174,Dairy,OUT035,2009,Small,Tier 3,Supermarket,1829.11,3.8
BB6691,10.4,Regular,0.179,Dairy,OUT049,2005,Medium,Tier 3,Grocery Store,2195.85,3.9
BB6692,12.69,Low Fat,0.158,Vegetables,OUT049,2006,High,Tier 2,Grocery Store,2794.6,4.3
BB6693,6.7,Low Fat,0.162,Baking Goods,OUT045,2004,High,Tier 2,Supermarket,2550.49,1.5
BB6694,9.67,Non-Edible,0.043,Vegetables,OUT049,2017,High,Tier 1,Supermarket,3209.06,2.2
BB6695,17.09,Low Fat,0.173,Soft Drinks,OUT045,2010,Small,Tier 2,Hypermarket,530.95,4.3
BB6696,15.66,Non-Edible,0.113,Frozen Foods,OUT018,2017,High,Tier 2,Grocery Store,4264.9,3.5
BB6697,13.44,Non-Edible,0.184,Vegetables,OUT046,2009,Small,Tier 1,Hypermarket,2828.01,1.9
BB6698,12.62,Non-Edible,0.042,Snacks,OUT019,2012,Medium,Tier 1,Hypermarket,4473.25,3.7
BB6699,2.02,Regular,0.015,Household,OUT019,2000,Small,Tier 1,Supermarket,2145.21,4
BB6700,8.55,Non-Edible,0.129,Health,OUT046,2013,Medium,Tier 2,Grocery Store,1786.57,3.9
BB6701,19.47,Regular,0.17,Snacks,OUT045,1999,Small,Tier 1,Grocery Store,4167.59,2.4
BB6702,19.7,Low Fat,0.175,Baking Goods,OUT049,1997,High,Tier 2,Supermarket,2386.36,1.9
BB6703,8.12,Low Fat,0.191,Frozen Foods,OUT019,2021,High,Tier 1,Supermarket,2952.47,3
BB6704,17.03,Regular,0.138,Dairy,OUT046,2004,Medium,Tier 3,Grocery Store,2017.42,2.7
BB6705,7.72,Low Fat,0.116,Vegetables,OUT027,1998,High,Tier 3,Supermarket,3933.48,2.6
BB6706,4.45,Low Fat,0.071,Fruits,OUT027,2021,High,Tier 3,Hypermarket,4660.5,3.1
BB6707,10.21,Low Fat,0.181,Frozen Foods,OUT035,2021,Medium,Tier 2,Hypermarket,1321.84,1.3
BB6708,12.47,Low Fat,0.108,Health,OUT027,2011,Medium,Tier 1,Supermarket,4111.38,2.1
BB6709,3.84,Regular,0.123,Soft Drinks,OUT018,2005,Medium,Tier 3,Grocery Store,2214.62,3
BB6710,14.49,Non-Edible,0.041,Snacks,OUT018,2021,High,Tier 3,Hypermarket,4239.17,2.3
BB6711,5.24,Non-Edible,0.037,Baking Goods,OUT018,2011,Medium,Tier 3,Grocery Store,1918.34,2.8
BB6712,8.36,Low Fat,0.062,Snacks,OUT018,1995,High,Tier 1,Grocery Store,1727.68,1.2
BB6713,15.31,Low Fat,0.028,Baking Goods,OUT049,2001,Small,Tier 3,Grocery Store,3171.63,2.4
BB6714,19.95,Non-Edible,0.187,Health,OUT027,1998,Medium,Tier 1,Hypermarket,2491.53,1.3
BB6715,14.25,Low Fat,0.111,Health,OUT018,2016,Medium,Tier 2,Hypermarket,3192.17,3.3
BB6716,15.82,Low Fat,0.173,Snacks,OUT046,1995,Medium,Tier 1,Grocery Store,3925.9,4.6
BB6717,13.21,Regular,0.078,Health,OUT035,2022,Medium,Tier 2,Grocery Store,3023.79,1.4
BB6718,6.11,Non-Edible,0.02,Canned,OUT019,1999,Small,Tier 2,Hypermarket,1090.88,2
BB6719,9.16,Non-Edible,0.011,Fruits,OUT046,2016,Medium,Tier 1,Grocery Store,668.52,4
BB6720,9.75,Non-Edible,0.111,Baking Goods,OUT046,2020,Medium,Tier 3,Grocery Store,1299.36,4.2
BB6721,8.43,Regular,0.168,Frozen Foods,OUT035,2008,Small,Tier 2,Supermarket,3229.43,4.2
BB6722,12.59,Non-Edible,0.173,Dairy,OUT046,2007,Medium,Tier 2,Hypermarket,2808.68,4.6
BB6723,10.2,Low Fat,0.161,Fruits,OUT035,2000,High,Tier 1,Grocery Store,4630.72,3.1
BB6724,7.05,Regular,0.152,Household,OUT049,1998,Medium,Tier 1,Supermarket,2660.04,2.3
BB6725,6.62,Non-Edible,0.187,Soft Drinks,OUT049,2001,Small,Tier 2,Hypermarket,754.77,1.9
BB6726,14.67,Non-Edible,0.068,Fruits,OUT027,2021,Small,Tier 2,Hypermarket,4918.52,4.8
BB6727,2.05,Non-Edible,0.078,Vegetables,OUT045,2013,High,Tier 3,Supermarket,3450.12,3.8
BB6728,15.14,Low Fat,0.179,Fruits,OUT046,2013,Medium,Tier 2,Supermarket,2866.49,4.5
BB6729,15.2,Low Fat,0.037,Snacks,OUT018,2022,Medium,Tier 2,Grocery Store,1990.87,4.4
BB6730,8.98,Low Fat,0.157,Dairy,OUT049,2017,High,Tier 1,Supermarket,1084.93,4.3
BB6731,12.03,Low Fat,0.057,Frozen Foods,OUT045,2000,Medium,Tier 1,Grocery Store,2111.74,2.5
BB6732,10.17,Non-Edible,0.186,Baking Goods,OUT019,2007,Small,Tier 2,Supermarket,1235.44,1.1
BB6733,5.68,Low Fat,0.087,Fruits,OUT027,2007,High,Tier 3,Grocery Store,2346.05,1.6
BB6734,7.72,Regular,0.089,Canned,OUT045,2010,Medium,Tier 3,Grocery Store,2254.6,1.2
BB6735,18.39,Regular,0.14,Fruits,OUT019,2002,Medium,Tier 1,Supermarket,2858.22,1.9
BB6736,6.15,Non-Edible,0.013,Snacks,OUT027,2005,Small,Tier 2,Grocery Store,3882.69,1
BB6737,15.5,Non-Edible,0.169,Frozen Foods,OUT045,1998,High,Tier 3,Supermarket,2511.1,2.2
BB6738,17.35,Low Fat,0.15,Frozen Foods,OUT046,1999,High,Tier 3,Grocery Store,2577.02,2.3
BB6739,17.05,Low Fat,0.034,Household,OUT035,2020,High,Tier 1,Grocery Store,3434.73,4.6
BB6740,5.26,Low Fat,0.08,Baking Goods,OUT035,2015,Medium,Tier 3,Hypermarket,744.13,1
BB6741,13.4,Low Fat,0.061,Baking Goods,OUT049,1998,Medium,Tier 2,Hypermarket,4599.57,3.2
BB6742,13.37,Regular,0.134,Soft Drinks,OUT018,2012,Medium,Tier 1,Grocery Store,2554.76,4.1
BB6743,19.5,Regular,0.045,Health,OUT027,2011,Medium,Tier 1,Hypermarket,2124.99,3.4
BB6744,16.88,Non-Edible,0.065,Health,OUT049,2018,Medium,Tier 2,Grocery Store,1467.52,3
BB6745,10.49,Regular,0.133,Baking Goods,OUT049,2021,Medium,Tier 2,Supermarket,2682.24,1.8
BB6746,12.42,Low Fat,0.019,Health,OUT035,1995,Medium,Tier 2,Hypermarket,2612.51,1.5
BB6747,3.75,Low Fat,0.04,Snacks,OUT035,2006,Medium,Tier 3,Grocery Store,4096.02,5
BB6748,15.35,Low Fat,0.049,Soft Drinks,OUT049,1997,Small,Tier 2,Supermarket,3629.51,1.9
BB6749,13.5,Non-Edible,0.133,Baking Goods,OUT045,2020,High,Tier 1,Grocery Store,905.25,3
BB6750,11.05,Low Fat,0.123,Canned,OUT049,1998,Small,Tier 1,Supermarket,2570.75,2.2
BB6751,4.78,Low Fat,0.119,Canned,OUT027,2014,High,Tier 3,Supermarket,1061.28,3.9
BB6752,2.78,Low Fat,0.192,Health,OUT027,2004,Small,Tier 3,Hypermarket,1609.57,4
BB6753,13.02,Regular,0.16,Vegetables,OUT035,2021,Medium,Tier 3,Hypermarket,2014.77,1.9
BB6754,10.2,Regular,0.183,Soft Drinks,OUT019,2021,Small,Tier 2,Supermarket,4262.96,4.2
BB6755,3.15,Low Fat,0.021,Canned,OUT035,1999,Medium,Tier 3,Supermarket,3442.77,3.9
BB6756,5.86,Non-Edible,0.154,Vegetables,OUT046,2019,Small,Tier 1,Supermarket,4242.52,1.6
BB6757,4.4,Low Fat,0.019,Baking Goods,OUT018,1999,High,Tier 2,Grocery Store,3123.56,4.5
BB6758,19.74,Low Fat,0.085,Fruits,OUT019,2011,Medium,Tier 3,Hypermarket,1882.29,3.8
BB6759,4.36,Regular,0.123,Vegetables,OUT018,2011,Small,Tier 1,Supermarket,1189.35,2.8
BB6760,5.13,Regular,0.028,Health,OUT049,2020,Medium,Tier 2,Supermarket,4952.46,2.4
BB6761,12.62,Low Fat,0.04,Snacks,OUT019,2018,Medium,Tier 3,Supermarket,4808.3,4.2
BB6762,19.64,Non-Edible,0.116,Snacks,OUT027,1995,Medium,Tier 1,Supermarket,2239.31,2.2
BB6763,4.79,Low Fat,0.029,Vegetables,OUT045,2017,High,Tier 1,Supermarket,2516.57,3.6
BB6764,18.32,Low Fat,0.057,Frozen Foods,OUT019,2022,Small,Tier 2,Grocery Store,2507.35,1.8
BB6765,10.76,Non-Edible,0.012,Soft Drinks,OUT035,2020,High,Tier 3,Supermarket,3220.2,3.7
BB6766,4.8,Low Fat,0.128,Frozen Foods,OUT045,1999,Medium,Tier 2,Supermarket,2687.42,1.6
BB6767,6.76,Non-Edible,0.055,Fruits,OUT018,2005,Small,Tier 3,Grocery Store,856.89,4.8
BB6768,12.7,Low Fat,0.113,Canned,OUT049,2005,Medium,Tier 2,Grocery Store,1575.63,3.2
BB6769,9.99,Non-Edible,0.143,Baking Goods,OUT035,2004,Medium,Tier 1,Supermarket,2607.96,1.6
BB6770,6.01,Non-Edible,0.119,Household,OUT027,2021,High,Tier 2,Hypermarket,4861.94,4.3
BB6771,7.34,Regular,0.092,Frozen Foods,OUT046,2013,Small,Tier 2,Supermarket,2861.58,2.2
BB6772,8.81,Low Fat,0.109,Canned,OUT035,2016,Medium,Tier 3,Supermarket,2006.27,2
BB6773,3.3,Regular,0.018,Vegetables,OUT046,2009,Medium,Tier 3,Supermarket,4529.41,4
BB6774,3.15,Regular,0.088,Baking Goods,OUT027,2015,Medium,Tier 3,Hypermarket,813.37,4.9
BB6775,14.83,Regular,0.186,Dairy,OUT045,2012,High,Tier 1,Grocery Store,3845.74,3.5
BB6776,2.71,Low Fat,0.052,Baking Goods,OUT018,2018,High,Tier 2,Hypermarket,1232.97,3.6
BB6777,5.19,Non-Edible,0.115,Frozen Foods,OUT045,2009,Medium,Tier 2,Hypermarket,2480.2,3.8
BB6778,13.59,Regular,0.071,Vegetables,OUT018,2012,Small,Tier 3,Grocery Store,2951.57,3
BB6779,14.71,Non-Edible,0.175,Canned,OUT019,2008,High,Tier 3,Grocery Store,3837.24,4.6
BB6780,8.61,Regular,0.153,Snacks,OUT049,2013,Small,Tier 1,Hypermarket,2793.54,4.2
BB6781,2.44,Low Fat,0.199,Household,OUT035,2008,High,Tier 3,Hypermarket,1080.57,4.2
BB6782,9.63,Non-Edible,0.062,Canned,OUT049,2018,High,Tier 3,Hypermarket,4704.55,1.3
BB6783,9.89,Low Fat,0.043,Frozen Foods,OUT019,2003,Medium,Tier 3,Supermarket,2909.43,3.3
BB6784,10.18,Regular,0.118,Health,OUT018,1998,High,Tier 1,Grocery Store,2999.27,4.9
BB6785,8.86,Low Fat,0.019,Fruits,OUT035,2021,Small,Tier 1,Hypermarket,4362.44,1.6
BB6786,10.48,Regular,0.022,Baking Goods,OUT019,2004,Small,Tier 1,Supermarket,2588.77,2.3
BB6787,8.91,Low Fat,0.048,Snacks,OUT027,2015,Medium,Tier 3,Hypermarket,4398.91,3.5
BB6788,17.53,Low Fat,0.108,Baking Goods,OUT019,2002,High,Tier 1,Hypermarket,2809.65,2.7
BB6789,19.05,Non-Edible,0.194,Fruits,OUT035,1998,Small,Tier 3,Hypermarket,3776.66,3
BB6790,14.51,Low Fat,0.148,Fruits,OUT018,2015,Medium,Tier 3,Supermarket,889.66,4.5
BB6791,3.82,Low Fat,0.197,Canned,OUT019,2013,High,Tier 2,Supermarket,2893.02,1
BB6792,10.99,Non-Edible,0.187,Dairy,OUT046,2001,High,Tier 2,Grocery Store,1012.17,3.7
BB6793,4.94,Non-Edible,0.127,Baking Goods,OUT018,1997,Small,Tier 3,Hypermarket,2459.17,3.4
BB6794,17.1,Non-Edible,0.167,Frozen Foods,OUT046,2004,Medium,Tier 1,Hypermarket,2842.95,4.4
BB6795,5.78,Low Fat,0.037,Vegetables,OUT049,1999,Small,Tier 2,Hypermarket,1568.01,4.3
BB6796,12.14,Non-Edible,0.101,Soft Drinks,OUT035,2015,Small,Tier 3,Hypermarket,3212.32,2.9
BB6797,13.29,Regular,0.123,Dairy,OUT045,2019,Medium,Tier 3,Grocery Store,2603.74,2.6
BB6798,7.41,Low Fat,0.031,Vegetables,OUT045,2020,High,Tier 1,Grocery Store,3321.05,3.6
BB6799,18.99,Low Fat,0.02,Baking Goods,OUT049,2007,Small,Tier 1,Supermarket,4330.53,4.2
BB6800,11.7,Non-Edible,0.01,Health,OUT049,1995,Small,Tier 1,Hypermarket,4844.74,4
BB6801,14.95,Regular,0.152,Vegetables,OUT049,2004,Small,Tier 1,Grocery Store,1979.4,1.5
BB6802,8.37,Non-Edible,0.144,Vegetables,OUT046,2016,High,Tier 2,Grocery Store,874.08,2.8
BB6803,19.13,Non-Edible,0.057,Soft Drinks,OUT046,2015,High,Tier 3,Hypermarket,3397.43,1.4
BB6804,17.42,Low Fat,0.051,Household,OUT046,1996,Medium,Tier 1,Hypermarket,2905.83,4.4
BB6805,7.52,Non-Edible,0.147,Vegetables,OUT049,2009,Small,Tier 2,Hypermarket,4711.33,4.3
BB6806,8.61,Regular,0.068,Dairy,OUT019,2004,Medium,Tier 2,Grocery Store,4748.62,2.5
BB6807,9.73,Non-Edible,0.105,Health,OUT035,2002,Small,Tier 3,Hypermarket,958.7,3.2
BB6808,7.79,Regular,0.109,Snacks,OUT045,2004,Small,Tier 3,Hypermarket,1028.59,1.5
BB6809,19.07,Low Fat,0.104,Snacks,OUT027,2014,High,Tier 1,Hypermarket,1809.29,4.1
BB6810,16.86,Non-Edible,0.011,Soft Drinks,OUT049,2012,Small,Tier 1,Grocery Store,622.89,3.1
BB6811,6.05,Non-Edible,0.196,Canned,OUT027,2021,Small,Tier 3,Supermarket,2984.48,3.4
BB6812,19.35,Non-Edible,0.132,Vegetables,OUT027,2022,Medium,Tier 3,Supermarket,1112.69,4.6
BB6813,16.35,Non-Edible,0.119,Fruits,OUT045,1997,High,Tier 3,Grocery Store,1364.06,4.8
BB6814,15.66,Low Fat,0.063,Household,OUT027,2001,Medium,Tier 3,Supermarket,3489.85,3.9
BB6815,18.07,Regular,0.075,Soft Drinks,OUT027,2001,Medium,Tier 2,Supermarket,4973.32,2.6
BB6816,12.62,Regular,0.117,Vegetables,OUT019,2010,High,Tier 3,Hypermarket,3225.12,1.5
BB6817,7.72,Non-Edible,0.08,Dairy,OUT035,2006,Medium,Tier 2,Hypermarket,2179.72,2.1
BB6818,18.51,Non-Edible,0.067,Canned,OUT049,1997,Small,Tier 2,Supermarket,4288.75,1.7
BB6819,6.42,Non-Edible,0.043,Fruits,OUT027,2002,Small,Tier 2,Supermarket,1372.22,2.4
BB6820,13.74,Non-Edible,0.012,Snacks,OUT035,2021,High,Tier 2,Hypermarket,4674.29,2.3
BB6821,3.98,Regular,0.142,Dairy,OUT035,1997,Small,Tier 1,Hypermarket,4504.11,3.1
BB6822,12.65,Regular,0.046,Vegetables,OUT035,2019,Medium,Tier 2,Grocery Store,4913.5,2.2
BB6823,12.63,Low Fat,0.192,Frozen Foods,OUT027,2005,High,Tier 1,Hypermarket,4711.63,3
BB6824,14.69,Non-Edible,0.14,Dairy,OUT027,2014,High,Tier 1,Supermarket,3072.49,3.8
BB6825,12.94,Low Fat,0.197,Dairy,OUT046,1995,High,Tier 2,Grocery Store,3625.51,1.8
BB6826,15.33,Low Fat,0.041,Dairy,OUT045,2015,Medium,Tier 2,Grocery Store,4701.29,1.5
BB6827,2.07,Regular,0.067,Soft Drinks,OUT035,2011,High,Tier 2,Grocery Store,3768.42,2.6
BB6828,11.25,Regular,0.154,Fruits,OUT049,1998,Small,Tier 2,Supermarket,2837.25,4.2
BB6829,9.99,Non-Edible,0.029,Soft Drinks,OUT049,2021,Medium,Tier 2,Grocery Store,3890.29,4.7
BB6830,11.96,Non-Edible,0.078,Snacks,OUT018,2005,High,Tier 2,Grocery Store,839.49,4.5
BB6831,10.9,Non-Edible,0.118,Frozen Foods,OUT046,1998,Medium,Tier 3,Supermarket,2031.51,4.1
BB6832,11.24,Regular,0.122,Health,OUT049,2011,Small,Tier 3,Grocery Store,2368.66,2.7
BB6833,10.3,Non-Edible,0.156,Soft Drinks,OUT049,2011,High,Tier 3,Grocery Store,1760.5,4.3
BB6834,13.42,Low Fat,0.059,Dairy,OUT019,1997,Small,Tier 3,Grocery Store,1885.59,1.8
BB6835,8.27,Low Fat,0.053,Fruits,OUT019,2021,Medium,Tier 1,Hypermarket,3005.83,4.8
BB6836,14.84,Low Fat,0.169,Snacks,OUT019,2004,Medium,Tier 1,Hypermarket,658.86,1.5
BB6837,13.66,Low Fat,0.11,Vegetables,OUT027,2006,Medium,Tier 2,Supermarket,2567.44,2.9
BB6838,11.36,Non-Edible,0.122,Baking Goods,OUT019,2002,Medium,Tier 1,Hypermarket,1753.8,3.7
BB6839,8.07,Low Fat,0.154,Soft Drinks,OUT027,1995,Small,Tier 1,Supermarket,2998.64,2.6
BB6840,9.35,Non-Edible,0.161,Health,OUT046,2012,Small,Tier 1,Supermarket,4492.02,4.1
BB6841,5.08,Low Fat,0.101,Vegetables,OUT046,1998,Small,Tier 3,Supermarket,3054.54,3.4
BB6842,13.83,Non-Edible,0.037,Vegetables,OUT027,2014,High,Tier 2,Supermarket,1876.55,1.8
BB6843,19.15,Low Fat,0.113,Dairy,OUT045,1999,Small,Tier 1,Grocery Store,4542.96,2.1
